age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
37,250/500,500,1090.65,0,MALE,High School,exec-managerial,unmarried,0,-51800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,NO,1,2,YES,5340,5340,42720,1
31,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,1,2,NO,12020,12020,48080,0
43,250/500,2000,972.47,0,MALE,College,protective-serv,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,7710,15420,53970,0
39,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,2,3,NO,600,0,2700,0
35,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,not-in-family,0,0,Parked Car,Rear Collision,Minor Damage,None,7,1,YES,1,0,NO,1080,540,4320,0
27,250/500,2000,1097.64,0,MALE,High School,transport-moving,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,NO,1,0,NO,7080,21240,35400,0
43,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,not-in-family,0,-39300,Vehicle Theft,Rear Collision,Trivial Damage,Police,15,1,NO,1,3,NO,1280,640,5760,0
31,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,NO,14420,21630,57680,0
44,100/300,2000,1400.74,0,MALE,College,sales,other-relative,34000,-55600,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,YES,0,2,NO,17460,17460,52380,0
40,250/500,500,1155.53,5000000,MALE,JD,transport-moving,wife,0,-35200,Parked Car,Rear Collision,Trivial Damage,Police,5,1,NO,0,2,NO,1260,630,3780,0
47,250/500,500,1386.93,0,MALE,High School,priv-house-serv,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,13160,6580,46060,0
34,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,wife,82400,-57100,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,NO,2,1,YES,4080,4080,28560,1
29,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,NO,1,1,YES,4800,9600,38400,1
37,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,NO,1,2,YES,5910,5910,47280,1
37,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,1,1,YES,14080,7040,56320,0
36,250/500,2000,1247.87,0,MALE,Masters,armed-forces,husband,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,4570,4570,36560,0
41,100/300,2000,1312.75,0,FEMALE,PhD,sales,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,NO,2,2,YES,7340,14680,58720,1
26,100/300,2000,765.64,0,MALE,MD,sales,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,0,3,NO,2850,5700,22800,1
33,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,0,1,NO,0,0,NO,3500,7000,24500,0
59,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,own-child,39000,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,NO,2,2,NO,13600,6800,47600,0
30,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,NO,13000,13000,58500,0
42,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,NO,7550,15100,52850,0
46,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,NO,15100,15100,60400,0
45,500/1000,2000,1447.77,0,FEMALE,Associate,adm-clerical,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,NO,5360,10720,48240,0
33,250/500,500,903.32,0,FEMALE,High School,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,NO,1,0,NO,6340,3170,22190,0
30,500/1000,1000,1454.42,0,MALE,Associate,protective-serv,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,YES,0,1,YES,12380,12380,49520,1
37,100/300,2000,1603.42,0,FEMALE,High School,sales,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,13420,6710,60390,0
30,250/500,2000,1616.58,0,MALE,JD,adm-clerical,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,13,3,YES,0,3,YES,6360,12720,44520,0
44,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,NO,1,2,YES,3280,3280,26240,0
50,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,9820,4910,29460,0
26,250/500,1000,1252.08,0,MALE,College,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,YES,2,2,NO,10080,5040,35280,1
55,500/1000,2000,995.56,0,MALE,JD,tech-support,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,17680,8840,61880,0
49,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,NO,12100,6050,48400,0
47,100/300,1000,1724.09,0,MALE,PhD,craft-repair,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,NO,5980,11960,47840,0
40,250/500,500,1379.93,0,MALE,MD,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,NO,0,2,YES,9420,4710,37680,1
31,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,1,0,NO,5060,10120,40480,1
28,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,NO,2,3,NO,9920,4960,29760,0
46,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,3,NO,7060,14120,56480,1
25,250/500,500,1259.02,0,FEMALE,JD,tech-support,unmarried,67000,-53600,Parked Car,Rear Collision,Trivial Damage,None,8,1,NO,2,2,NO,940,940,3760,0
26,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,husband,0,0,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,2,2,NO,580,580,2030,0
30,100/300,500,1399.27,6000000,MALE,College,prof-specialty,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,NO,0,0,YES,0,6680,46760,0
31,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,1,YES,7250,7250,50750,0
39,250/500,500,1365.46,4000000,MALE,College,armed-forces,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,14,3,NO,2,1,NO,4920,4920,34440,0
37,500/1000,1000,894.4,0,MALE,Associate,tech-support,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,7810,7810,54670,0
30,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,NO,1,1,YES,8710,8710,69680,0
35,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,NO,1,3,NO,4580,4580,41220,0
45,100/300,500,1085.03,0,FEMALE,JD,sales,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,2,2,NO,12960,6480,45360,1
42,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,YES,1,3,NO,12800,12800,44800,0
26,250/500,1000,988.29,0,MALE,College,armed-forces,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,8,1,NO,2,2,YES,0,10520,47340,1
47,500/1000,500,1238.89,0,MALE,Masters,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,NO,0,3,NO,960,960,4320,0
38,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,NO,2,3,NO,16650,11100,38850,1
28,100/300,2000,1595.07,0,MALE,PhD,transport-moving,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,YES,0,2,YES,11820,11820,47280,0
56,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,1,YES,2,0,YES,6580,6580,26320,0
43,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,12,1,NO,2,2,YES,10540,5270,47430,0
34,100/300,1000,1829.63,0,MALE,JD,tech-support,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,21,3,YES,1,0,NO,12300,6150,49200,0
39,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,NO,1,3,NO,14840,14840,44520,1
43,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,1,3,NO,12980,12980,38940,0
44,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,1,0,NO,7180,3590,25130,1
26,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,1,3,NO,5220,10440,36540,0
57,100/300,500,1216.56,0,MALE,Masters,adm-clerical,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,20,1,NO,0,2,NO,6500,13000,58500,0
27,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,1,3,YES,0,0,NO,6720,6720,53760,0
43,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,11,1,NO,0,0,NO,11500,5750,46000,0
37,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,14,3,YES,1,1,YES,11460,5730,51570,0
28,250/500,1000,1573.93,0,MALE,College,other-service,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,YES,0,2,NO,10840,10840,43360,0
33,100/300,1000,1609.67,0,MALE,College,adm-clerical,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,NO,1,3,NO,20700,13800,48300,1
44,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,12,1,NO,1,0,YES,6170,6170,49360,0
61,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,15620,7810,54670,1
24,100/300,500,922.67,0,FEMALE,College,priv-house-serv,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,1,NO,9360,9360,46800,1
30,100/300,1000,1342.02,0,MALE,MD,prof-specialty,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,None,8,1,YES,0,2,NO,450,450,3600,0
41,100/300,500,1195.01,0,FEMALE,Associate,sales,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,0,2,NO,0,6100,36600,1
46,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,own-child,0,-55300,Parked Car,Rear Collision,Minor Damage,Police,8,1,NO,2,2,YES,620,620,4340,1
31,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,wife,30700,0,Parked Car,Rear Collision,Minor Damage,None,7,1,NO,0,0,NO,360,720,2520,1
36,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,own-child,68500,0,Vehicle Theft,Rear Collision,Trivial Damage,None,9,1,NO,2,0,NO,280,280,2240,0
47,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,15,1,NO,1,0,YES,6000,6000,42000,0
19,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,NO,0,2,NO,4450,8900,35600,1
47,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,4,YES,0,1,NO,15560,15560,46680,0
57,100/300,1000,1366.39,0,MALE,High School,protective-serv,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,11680,5840,35040,0
41,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,2,NO,1,2,YES,4010,8020,32080,0
30,500/1000,2000,927.23,0,FEMALE,PhD,sales,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,1,3,NO,13520,6760,54080,0
31,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,wife,59000,0,Parked Car,Rear Collision,Minor Damage,None,2,1,YES,1,2,NO,680,680,4760,1
53,500/1000,2000,736.07,6000000,MALE,College,transport-moving,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,4,NO,0,0,YES,5190,10380,46710,0
44,250/500,1000,974.16,6000000,FEMALE,Masters,sales,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,0,YES,4860,4860,17010,0
29,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,9,1,NO,1,0,NO,6620,6620,52960,0
26,100/300,2000,1260.32,6000000,MALE,JD,other-service,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,NO,1,2,NO,9100,4550,31850,0
41,100/300,1000,1464.03,0,MALE,JD,transport-moving,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,19,3,NO,2,0,NO,4420,4420,44200,0
32,100/300,2000,617.11,0,MALE,College,other-service,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,NO,1,2,NO,10160,5080,35560,1
41,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,NO,1,3,NO,4420,4420,35360,0
34,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,NO,11440,5720,45760,0
29,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,NO,0,2,YES,5550,5550,38850,1
46,250/500,2000,1209.07,0,MALE,JD,armed-forces,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,6270,6270,43890,1
41,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,2,YES,18220,18220,63770,0
30,500/1000,500,1757.21,0,MALE,High School,prof-specialty,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,5460,5460,38220,0
38,250/500,1000,802.24,0,FEMALE,College,other-service,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,16,1,NO,0,1,NO,16710,5570,44560,0
21,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,21,1,NO,1,2,NO,6940,6940,48580,0
36,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,NO,11420,11420,39970,0
33,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,own-child,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,YES,1,2,NO,6770,6770,40620,0
35,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,9680,4840,33880,0
48,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,0,0,NO,5720,5720,40040,0
36,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,husband,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,5170,10340,36190,0
58,250/500,2000,1117.04,0,MALE,MD,exec-managerial,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,NO,1,2,NO,10920,5460,49140,0
31,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,NO,2,2,NO,4770,9540,33390,1
31,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,not-in-family,61400,-57500,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,YES,2,0,NO,580,580,4060,0
57,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,NO,1,0,NO,6110,12220,54990,0
46,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,YES,0,2,YES,14980,7490,52430,0
27,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,unmarried,0,-47400,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,NO,0,1,YES,580,290,2320,0
33,100/300,1000,969.88,6000000,MALE,MD,armed-forces,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,12820,6410,57690,0
53,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,7090,14180,56720,0
46,500/1000,1000,1245.61,0,MALE,MD,transport-moving,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,11,1,YES,1,0,NO,9180,9180,41310,0
33,100/300,2000,1462.76,0,FEMALE,College,craft-repair,husband,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,8160,4080,32640,1
51,100/300,2000,1398.46,0,MALE,Associate,sales,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,14,1,NO,0,2,NO,7530,15060,60240,0
60,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,1,3,NO,7680,15360,61440,1
30,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,6,3,NO,2,3,NO,15960,7980,55860,0
41,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,NO,0,3,YES,9640,9640,33740,0
45,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,NO,0,0,NO,2200,4400,17600,0
40,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,NO,1,3,YES,7860,7860,27510,0
45,250/500,500,972.5,0,FEMALE,College,exec-managerial,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,None,3,1,NO,2,3,NO,290,580,2320,0
43,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,not-in-family,0,-50400,Parked Car,Rear Collision,Minor Damage,None,9,1,NO,0,3,NO,1300,650,3900,0
29,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,not-in-family,0,-29900,Parked Car,Rear Collision,Trivial Damage,Police,6,1,YES,2,0,YES,620,1240,4960,0
44,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,22,3,NO,2,2,NO,11580,11580,46320,0
29,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,10,3,NO,1,2,YES,7880,15760,70920,0
39,500/1000,1000,984.45,0,MALE,Associate,armed-forces,unmarried,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,4,1,YES,1,2,NO,780,780,6240,0
32,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,5570,11140,44560,0
49,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,19,1,NO,0,2,YES,8930,8930,53580,0
37,250/500,2000,1628.0,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,11120,5560,38920,0
44,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,6,1,NO,1,3,NO,1000,500,3500,0
33,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,own-child,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,NO,14740,14740,66330,0
41,100/300,1000,1134.68,0,FEMALE,College,tech-support,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,2,2,NO,6930,13860,48510,0
37,250/500,1000,1306.78,0,MALE,MD,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,NO,1,0,NO,13520,20280,47320,0
21,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,0,0,NO,14040,14040,63180,0
48,100/300,1000,1538.6,0,FEMALE,MD,other-service,wife,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,NO,0,0,NO,6060,12120,42420,0
31,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,husband,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,NO,0,3,YES,6480,12960,45360,1
34,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,NO,0,0,NO,6080,12160,48640,1
35,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,not-in-family,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,NO,5820,5820,46560,0
31,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,own-child,63600,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,NO,1,0,NO,6730,6730,47110,0
36,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,other-relative,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,NO,0,0,NO,8710,8710,52260,1
58,500/1000,2000,977.4,0,MALE,Masters,transport-moving,own-child,82200,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,2,1,YES,2,3,NO,5570,11140,38990,0
47,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,other-relative,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,16,4,YES,1,2,YES,5670,5670,51030,0
45,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,not-in-family,83200,-53300,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,3,NO,0,0,YES,9880,0,44460,0
48,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Front Collision,Major Damage,Police,21,1,YES,1,0,NO,6130,6130,42910,1
34,100/300,500,1442.27,0,MALE,College,priv-house-serv,wife,67900,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,2,3,YES,11700,5850,40950,0
32,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,12,1,NO,0,3,NO,6660,6660,46620,0
28,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,wife,55200,0,Single Vehicle Collision,Side Collision,Total Loss,Police,6,1,NO,1,0,NO,7340,7340,58720,0
23,100/300,500,1111.72,0,MALE,JD,exec-managerial,other-relative,54600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,6,1,NO,1,2,NO,4650,4650,32550,0
44,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,not-in-family,68500,0,Parked Car,Rear Collision,Trivial Damage,Police,7,1,NO,2,2,NO,640,1280,4480,1
40,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,own-child,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,3,1,NO,1,1,NO,580,290,2320,0
29,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,unmarried,0,-66000,Parked Car,Rear Collision,Trivial Damage,None,10,1,YES,2,1,YES,590,590,4720,0
31,500/1000,2000,1175.7,0,MALE,Masters,protective-serv,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,14,1,NO,0,2,NO,6370,6370,44590,0
50,100/300,500,793.15,0,MALE,MD,tech-support,own-child,54600,-45500,Multi-vehicle Collision,Front Collision,Total Loss,Other,17,3,NO,0,3,NO,13660,13660,54640,0
